date,Number of Appliances,lights,Energy used,Kitchen Temperature (in celsicus),Kitchen Humidity,Living Room Temerature (in celsius),Living room Humidity,Laundry Temperature (in celsius),Laundry Humidity,Office room Temperature (in celsius),Office room Humidity,Bathroom Temperature (in celsius),Bathroom Humidity,Temperature outside building (North side),Humidity outside building (North side),Ironing Room Temperature,Ironing Room Humidity,Teenager room temperature,teenager room humidity,Parent room Temperature,Temperature Outside,Pressure in mm Hg,Humidity Outside,Windspeed,Visibility,Tdewpoint,Random variable 1,non dimensional random variable
1/22/2016 22:20,40,0,17.7,40.9,16.7,41.44,18,40.09,15.69,40.56,15.8,48.37,4.09,99.59,15.91,35.81,17.15,43.6,15.39,40.29,3.83E+00,762.24,98.67,5,24.67,3.63E+00,38.33,38.33
1/22/2016 22:30,40,0,17.7,40.9,16.7,41.5,18,40.09,15.6,40.5,15.8,48.4,4.09,99.59,15.89,35.89,17.1,43.69,15.39,40.29,3.90E+00,762.3,99,5,20.5,3.75E+00,16.11,16.11
1/22/2016 22:40,40,0,17.7,40.94,16.7,41.59,18,40.17,15.6,40.59,15.77,48.4,4.13,99.66,15.89,35.93,17.1,43.71,15.39,40.33,3.97E+00,762.37,99.34,5,16.34,3.87E+00,2.11,2.11
1/22/2016 22:50,40,0,17.7,41,16.7,41.59,18,40.17,15.6,40.59,15.79,48.4,4.19,99.59,15.89,36,17.1,43.76,15.39,40.4,4.03E+00,762.44,99.67,5,12.17,3.98E+00,44.64,44.64
1/22/2016 23:00,50,0,17.7,41,16.6,41.5,18,40.2,15.6,40.63,15.8,48.4,4.19,99.59,15.89,36.05,17.1,43.81,15.39,40.4,4.10E+00,762.5,100,5,8,4.10E+00,31.91,31.91
1/22/2016 23:10,40,0,17.7,41.06,16.6,41.56,18,40.2,15.6,40.7,15.78,48.4,4.27,99.66,15.89,36.09,17.09,43.87,15.39,40.47,4.17E+00,762.59,100,5,8,4.17E+00,27.73,27.73
1/22/2016 23:20,20,0,17.67,41.06,16.6,41.63,18,40.29,15.6,40.7,15.76,48.4,4.34,99.69,15.89,36.13,17.07,43.88,15.39,40.5,4.23E+00,762.67,100,5,8,4.23E+00,38.32,38.32
1/22/2016 23:30,20,0,17.6,41.06,16.6,41.7,18,40.27,15.6,40.76,15.8,48.43,4.4,99.69,15.89,36.2,17.04,43.94,15.39,40.5,4.30E+00,762.75,100,5,8,4.30E+00,4.85,4.85
1/22/2016 23:40,20,0,17.6,41.15,16.6,41.7,18,40.2,15.6,40.79,15.73,48.44,4.5,99.73,15.89,36.2,17.03,43.93,15.39,40.5,4.37E+00,762.84,100,5,8,4.37E+00,37.41,37.41
1/22/2016 23:50,40,0,17.6,41.2,16.6,41.76,17.89,40.2,15.54,40.87,15.74,48.45,4.5,99.72,15.89,36.28,17,43.99,15.39,40.56,4.43E+00,762.92,100,5,8,4.43E+00,43.77,43.77
1/23/2016 0:00,40,0,17.6,41.26,16.6,41.79,17.89,40.26,15.6,40.9,15.74,48.5,4.56,99.69,15.89,36.31,17,44.02,15.39,40.59,4.50E+00,763,100,5,8,4.50E+00,0.39,0.39
1/23/2016 0:10,50,0,17.6,41.29,16.6,41.79,17.89,40.29,15.54,40.97,15.73,48.5,4.63,99.73,15.89,36.4,17,44.09,15.33,40.67,4.52E+00,763.1,100,4.84,7.34,4.52E+00,46.75,46.75
1/23/2016 0:20,40,0,17.6,41.29,16.6,41.79,17.89,40.37,15.57,41,15.69,48.5,4.77,99.8,15.89,36.4,17,44.11,15.33,40.7,4.53E+00,763.2,100,4.67,6.67,4.53E+00,20.35,20.35
1/23/2016 0:30,50,0,17.57,41.4,16.6,41.88,17.89,40.4,15.5,41,15.71,48.5,4.84,99.84,15.89,36.47,16.99,44.22,15.33,40.77,4.55E+00,763.3,100,4.5,6,4.55E+00,39.44,39.44
1/23/2016 0:40,40,0,17.5,41.47,16.6,41.97,17.89,40.47,15.5,41.09,15.71,48.51,4.9,99.9,15.89,36.5,16.97,44.26,15.3,40.79,4.57E+00,763.4,100,4.34,5.34,4.57E+00,48.81,48.81
1/23/2016 0:50,40,0,17.5,41.5,16.6,42,17.89,40.5,15.5,41.17,15.69,48.56,4.94,99.9,15.85,36.51,16.94,44.31,15.3,40.9,4.58E+00,763.5,100,4.17,4.67,4.58E+00,16.68,16.68
1/23/2016 1:00,20,0,17.5,41.56,16.54,42.06,17.89,40.44,15.5,41.13,15.69,48.52,5.06,99.9,15.88,36.61,16.93,44.37,15.3,40.9,4.60E+00,763.6,100,4,4,4.60E+00,39.37,39.37
1/23/2016 1:10,20,0,17.5,41.59,16.57,42.09,17.89,40.4,15.5,41.2,15.69,48.59,5.13,99.9,15.84,36.62,16.91,44.4,15.3,41,4.65E+00,763.69,100,3.84,3.67,4.65E+00,4.47,4.47
1/23/2016 1:20,20,0,17.5,41.67,16.5,42.17,17.87,40.4,15.5,41.23,15.69,48.59,5.27,99.9,15.82,36.65,16.89,44.49,15.3,41.06,4.70E+00,763.77,100,3.67,3.34,4.70E+00,2.19,2.19
1/23/2016 1:30,30,0,17.5,41.73,16.5,42.2,17.79,40.4,15.5,41.32,15.69,48.59,5.34,99.9,15.8,36.71,16.89,44.55,15.3,41.09,4.75E+00,763.85,100,3.5,3,4.75E+00,25.75,25.75
1/23/2016 1:40,50,0,17.5,41.79,16.5,42.2,17.79,40.44,15.5,41.4,15.69,48.59,5.47,99.9,15.82,36.78,16.89,44.61,15.3,41.17,4.80E+00,763.94,100,3.34,2.67,4.80E+00,2.41,2.41
1/23/2016 1:50,50,0,17.5,41.83,16.5,42.29,17.79,40.5,15.5,41.44,15.67,48.58,5.5,99.9,15.8,36.8,16.89,44.7,15.3,41.2,4.85E+00,764.02,100,3.17,2.34,4.85E+00,4.46,4.46
1/23/2016 2:00,40,0,17.5,41.9,16.5,42.37,17.79,40.53,15.5,41.5,15.68,48.67,5.5,99.9,15.8,36.89,16.89,44.74,15.3,41.26,4.90E+00,764.1,100,3,2,4.90E+00,34.42,34.42
1/23/2016 2:10,40,0,17.39,41.9,16.5,42.4,17.79,40.59,15.5,41.59,15.68,48.67,5.59,99.9,15.8,36.97,16.87,44.77,15.3,41.33,4.93E+00,764.27,100,3,2,4.93E+00,1.75,1.75
1/23/2016 2:20,40,0,17.39,41.97,16.5,42.4,17.79,40.59,15.5,41.59,15.66,48.66,5.59,99.9,15.8,37,16.88,44.87,15.3,41.4,4.97E+00,764.44,100,3,2,4.97E+00,21.55,21.55
1/23/2016 2:30,40,0,17.39,42,16.5,42.5,17.79,40.59,15.5,41.63,15.66,48.66,5.59,99.9,15.8,37.06,16.83,44.89,15.3,41.44,5.00E+00,764.6,100,3,2,5.00E+00,37.97,37.97
1/23/2016 2:40,30,0,17.47,42.06,16.5,42.5,17.79,40.59,15.5,41.7,15.64,48.65,5.53,99.9,15.8,37.09,16.81,44.92,15.3,41.5,5.03E+00,764.77,100,3,2,5.03E+00,41.59,41.59
1/23/2016 2:50,20,0,17.39,42.09,16.5,42.53,17.79,40.59,15.47,41.7,15.62,48.66,5.5,99.9,15.8,37.19,16.82,45,15.3,41.53,5.07E+00,764.94,100,3,2,5.07E+00,19.13,19.13
1/23/2016 3:00,30,0,17.39,42.13,16.5,42.59,17.79,40.59,15.39,41.7,15.66,48.74,5.5,99.9,15.8,37.2,16.81,45.01,15.23,41.53,5.10E+00,765.1,100,3,2,5.10E+00,30.78,30.78
1/23/2016 3:10,30,0,17.39,42.2,16.5,42.63,17.79,40.67,15.39,41.7,15.63,48.73,5.5,99.9,15.8,37.2,16.79,45,15.19,41.5,5.08E+00,765.24,99.84,3,2.17,5.07E+00,17.25,17.25
1/23/2016 3:20,40,0,17.39,42.27,16.43,42.63,17.76,40.7,15.39,41.7,15.6,48.7,5.53,99.9,15.8,37.27,16.79,45.06,15.27,41.64,5.07E+00,765.37,99.67,3,2.34,5.03E+00,26.62,26.62
1/23/2016 3:30,40,0,17.39,42.4,16.47,42.67,17.7,40.7,15.39,41.79,15.6,48.7,5.59,99.9,15.8,37.29,16.79,45.09,15.23,41.63,5.05E+00,765.5,99.5,3,2.5,5.00E+00,13.01,13.01
1/23/2016 3:40,50,0,17.39,42.44,16.42,42.64,17.76,40.73,15.39,41.87,15.6,48.71,5.63,99.9,15.8,37.35,16.79,45.19,15.3,41.77,5.03E+00,765.64,99.34,3,2.67,4.97E+00,28.65,28.65
1/23/2016 3:50,40,0,17.39,42.5,16.43,42.73,17.7,40.79,15.39,41.9,15.6,48.71,5.69,99.9,15.8,37.41,16.79,45.2,15.23,41.73,5.02E+00,765.77,99.17,3,2.84,4.93E+00,45.3,45.3
1/23/2016 4:00,40,0,17.39,42.59,16.5,42.83,17.7,40.79,15.39,41.9,15.6,48.75,5.69,99.9,15.8,37.49,16.79,45.28,15.19,41.79,5.00E+00,765.9,99,3,3,4.90E+00,28.31,28.31
1/23/2016 4:10,30,0,17.39,42.59,16.5,42.9,17.7,40.79,15.39,42,15.6,48.77,5.63,99.9,15.8,37.5,16.74,45.31,15.19,41.79,5.02E+00,765.97,99.17,3.17,4.34,4.93E+00,2.83,2.83
1/23/2016 4:20,50,0,17.36,42.63,16.39,42.79,17.75,40.79,15.39,42,15.6,48.79,5.5,99.9,15.8,37.5,16.72,45.39,15.19,41.83,5.03E+00,766.04,99.34,3.34,5.67,4.97E+00,5.11,5.11
1/23/2016 4:30,20,0,17.29,42.7,16.39,42.87,17.76,40.9,15.39,42.09,15.6,48.79,5.5,99.9,15.8,37.56,16.73,45.4,15.19,41.9,5.05E+00,766.1,99.5,3.5,7,5.00E+00,16.42,16.42
1/23/2016 4:40,20,0,17.29,42.7,16.39,42.9,17.7,40.9,15.39,42.09,15.6,48.79,5.59,99.9,15.77,37.59,16.71,45.41,15.19,41.9,5.07E+00,766.17,99.67,3.67,8.34,5.03E+00,49.54,49.54
1/23/2016 4:50,20,0,17.29,42.76,16.39,42.97,17.76,40.94,15.39,42.09,15.6,48.79,5.66,99.9,15.78,37.64,16.7,45.47,15.19,41.97,5.08E+00,766.24,99.84,3.84,9.67,5.07E+00,35.72,35.72
1/23/2016 5:00,40,0,17.29,42.79,16.39,42.94,17.7,41,15.39,42.2,15.6,48.79,5.73,99.9,15.73,37.7,16.7,45.5,15.19,42,5.10E+00,766.3,100,4,11,5.10E+00,3.95,3.95
1/23/2016 5:10,40,0,17.29,42.79,16.39,43,17.7,40.94,15.39,42.2,15.6,48.86,5.87,99.9,15.76,37.71,16.7,45.57,15.19,42,5.23E+00,766.35,100,4,10.67,5.23E+00,30.72,30.72
1/23/2016 5:20,50,0,17.29,42.83,16.39,43,17.7,41,15.36,42.23,15.59,48.89,5.94,99.9,15.74,37.76,16.7,45.6,15.19,42.09,5.37E+00,766.4,100,4,10.34,5.37E+00,24.67,24.67
1/23/2016 5:30,40,0,17.29,42.9,16.39,43.06,17.7,41,15.3,42.29,15.6,48.85,6.15,99.9,15.69,37.86,16.7,45.69,15.19,42.09,5.50E+00,766.45,100,4,10,5.50E+00,13.46,13.46
1/23/2016 5:40,40,0,17.29,43,16.39,43.13,17.7,41.06,15.3,42.37,15.59,48.88,6.27,99.9,15.69,37.9,16.7,45.78,15.19,42.2,5.63E+00,766.5,100,4,9.67,5.63E+00,14.66,14.66
1/23/2016 5:50,50,0,17.29,43.05,16.39,43.2,17.7,41.13,15.3,42.37,15.54,48.9,6.3,99.9,15.7,37.94,16.68,45.81,15.19,42.2,5.77E+00,766.55,100,4,9.34,5.77E+00,23.77,23.77
1/23/2016 6:00,50,0,17.29,43.2,16.36,43.23,17.7,41.2,15.3,42.44,15.54,48.9,6.37,99.9,15.71,38.05,16.68,45.9,15.19,42.29,5.90E+00,766.6,100,4,9,5.90E+00,48.21,48.21
1/23/2016 6:10,10,0,17.29,43.2,16.29,43.29,17.7,41.26,15.3,42.5,15.56,48.92,6.4,99.9,15.69,38.09,16.65,45.95,15.19,42.37,5.90E+00,766.74,99.84,4,14,5.87E+00,21.19,21.19
1/23/2016 6:20,20,0,17.29,43.2,16.36,43.29,17.7,41.2,15.3,42.53,15.54,48.97,6.47,99.9,15.69,38.09,16.66,45.98,15.19,42.44,5.90E+00,766.87,99.67,4,19,5.83E+00,42.21,42.21
1/23/2016 6:30,20,0,17.29,43.2,16.29,43.37,17.6,41.2,15.3,42.59,15.57,49,6.59,99.9,15.69,38.16,16.64,46.04,15.13,42.5,5.90E+00,767,99.5,4,24,5.80E+00,47.7,47.7
1/23/2016 6:40,40,0,17.23,43.2,16.29,43.4,17.6,41.26,15.3,42.59,15.5,49,6.59,99.9,15.69,38.2,16.63,46.08,15.15,42.55,5.90E+00,767.14,99.34,4,29,5.77E+00,14.33,14.33
1/23/2016 6:50,40,0,17.26,43.26,16.29,43.48,17.5,41.4,15.3,42.59,15.5,49,6.37,99.9,15.69,38.26,16.6,46.13,15.1,42.59,5.90E+00,767.27,99.17,4,34,5.73E+00,27.05,27.05
1/23/2016 7:00,40,0,17.26,43.26,16.29,43.5,17.5,41.4,15.3,42.73,15.5,49,6.23,99.9,15.69,38.29,16.6,46.2,15.1,42.67,5.90E+00,767.4,99,4,39,5.70E+00,29.07,29.07
1/23/2016 7:10,50,0,17.2,43.2,16.29,43.5,17.5,41.4,15.3,42.79,15.5,49,6.23,99.9,15.69,38.39,16.6,46.2,15.16,42.73,5.85E+00,767.47,99,3.84,39.67,5.67E+00,12.82,12.82
1/23/2016 7:20,50,0,17.2,43.26,16.29,43.56,17.5,41.43,15.3,42.83,15.5,49,6.3,99.9,15.69,38.4,16.6,46.28,15.1,42.79,5.80E+00,767.54,99,3.67,40.34,5.63E+00,43.91,43.91
1/23/2016 7:30,40,0,17.2,43.33,16.29,43.59,17.57,41.5,15.3,42.9,15.5,49.04,6.3,99.9,15.69,38.4,16.6,46.29,15.16,42.79,5.75E+00,767.6,99,3.5,41,5.60E+00,44.12,44.12
1/23/2016 7:40,40,0,17.2,43.33,16.29,43.59,17.6,41.5,15.3,42.9,15.5,49.05,6.3,99.9,15.69,38.48,16.6,46.31,15.16,42.79,5.70E+00,767.67,99,3.34,41.67,5.57E+00,49.37,49.37
1/23/2016 7:50,20,0,17.2,43.33,16.29,43.7,17.6,41.5,15.3,42.9,15.5,49.09,6.1,99.9,15.69,38.5,16.59,46.38,15.1,42.9,5.65E+00,767.74,99,3.17,42.34,5.53E+00,5.09,5.09
1/23/2016 8:00,20,0,17.2,43.33,16.29,43.7,17.6,41.5,15.3,42.97,15.5,49.09,5.76,99.9,15.69,38.5,16.6,46.4,15.1,42.9,5.60E+00,767.8,99,3,43,5.50E+00,30.94,30.94
1/23/2016 8:10,40,10,17.2,43.33,16.23,43.66,17.6,41.5,15.3,43,15.5,49.09,5.69,99.9,15.69,38.54,16.56,46.4,15.1,42.9,5.60E+00,767.9,99.17,3.17,38.34,5.52E+00,35.24,35.24
1/23/2016 8:20,120,20,17.2,43.4,16.29,43.73,17.6,41.44,15.3,43,15.5,49.09,5.62,99.9,15.69,38.58,16.52,46.4,15.1,42.9,5.60E+00,768,99.34,3.34,33.67,5.53E+00,7.43,7.43
1/23/2016 8:30,160,10,17.2,43.4,16.26,43.76,17.54,41.56,15.3,43,15.5,49.16,5.66,99.9,15.69,38.58,16.53,46.4,15.1,42.94,5.60E+00,768.1,99.5,3.5,29,5.55E+00,44.55,44.55
1/23/2016 8:40,220,20,17.2,43.4,16.2,43.7,17.6,41.63,15.3,43,15.49,49.17,5.84,99.9,15.69,38.59,16.5,46.4,15.1,42.94,5.60E+00,768.2,99.67,3.67,24.34,5.57E+00,8.14,8.14
1/23/2016 8:50,130,20,17.1,43.4,16.2,43.7,17.6,41.7,15.27,43.03,15.49,49.19,5.84,99.9,15.67,38.57,16.5,46.4,15.1,43,5.60E+00,768.3,99.84,3.84,19.67,5.58E+00,6.1,6.1
1/23/2016 9:00,210,10,17.1,43.4,16.2,43.76,17.6,41.7,15.27,43.03,15.48,49.18,5.69,99.9,15.68,38.58,16.5,46.43,15.1,43,5.60E+00,768.4,100,4,15,5.60E+00,48.88,48.88
1/23/2016 9:10,140,20,17.1,43.4,16.2,43.79,17.6,41.7,15.19,43,15.5,49.2,5.63,99.9,15.66,38.56,16.5,46.48,15.1,43,5.67E+00,768.52,99.84,3.84,19,5.65E+00,31.36,31.36
1/23/2016 9:20,130,20,17.1,43.5,16.2,43.79,17.6,41.7,15.19,43,15.5,49.23,5.69,99.9,15.65,38.57,16.5,46.5,15.1,43,5.73E+00,768.64,99.67,3.67,23,5.70E+00,0.96,0.96
1/23/2016 9:30,190,10,17.1,43.5,16.2,43.79,17.6,41.7,15.23,43.03,15.5,49.29,5.69,99.9,15.66,38.6,16.5,46.5,15.1,43,5.80E+00,768.75,99.5,3.5,27,5.75E+00,41.46,41.46
1/23/2016 9:40,130,10,17.1,43.59,16.2,43.79,17.6,41.67,15.23,43.03,15.49,49.36,5.94,99.9,15.66,38.66,16.5,46.51,15.1,43,5.87E+00,768.87,99.34,3.34,31,5.80E+00,49.95,49.95
1/23/2016 9:50,120,10,17.1,43.67,16.2,43.79,17.6,41.67,15.19,43,15.49,49.4,6.06,99.9,15.63,38.63,16.5,46.59,15.1,43.09,5.93E+00,768.99,99.17,3.17,35,5.85E+00,43.41,43.41
1/23/2016 10:00,120,10,17.1,43.7,16.2,43.83,17.57,41.7,15.19,43,15.46,49.45,6.23,99.9,15.63,38.68,16.48,46.57,15.1,43.09,6.00E+00,769.1,99,3,39,5.90E+00,19.85,19.85
1/23/2016 10:10,120,10,17.1,43.7,16.2,43.9,17.5,41.7,15.19,43.09,15.45,49.45,6.37,99.9,15.62,38.7,16.5,46.59,15.1,43.09,6.05E+00,769.24,99.17,3.17,38,5.97E+00,46.82,46.82
1/23/2016 10:20,200,10,17.1,43.7,16.2,43.9,17.5,41.79,15.19,43.09,15.46,49.46,6.44,99.9,15.6,38.7,16.48,46.63,15.1,43.09,6.10E+00,769.37,99.34,3.34,37,6.03E+00,16.24,16.24
1/23/2016 10:30,120,10,17.1,43.7,16.2,43.9,17.5,41.79,15.19,43.15,15.44,49.47,6.63,99.9,15.6,38.71,16.46,46.63,15.1,43.17,6.15E+00,769.5,99.5,3.5,36,6.10E+00,48.63,48.63
1/23/2016 10:40,110,10,17,43.63,16.2,43.9,17.5,41.79,15.19,43.13,15.43,49.48,6.8,99.9,15.6,38.76,16.41,46.62,15.1,43.2,6.20E+00,769.64,99.67,3.67,35,6.17E+00,28.13,28.13
1/23/2016 10:50,120,10,17,43.7,16.2,43.9,17.5,41.79,15.19,43.2,15.41,49.51,6.8,99.9,15.6,38.79,16.46,46.73,15.1,43.2,6.25E+00,769.77,99.84,3.84,34,6.23E+00,28.97,28.97
1/23/2016 11:00,130,10,17,43.7,16.2,43.9,17.5,41.79,15.19,43.2,15.41,49.51,6.9,99.9,15.62,38.82,16.39,46.7,15.1,43.29,6.30E+00,769.9,100,4,33,6.30E+00,41.24,41.24
1/23/2016 11:10,130,10,17,43.7,16.2,43.97,17.5,41.79,15.19,43.26,15.42,49.52,7,99.9,15.6,38.86,16.39,46.7,15.1,43.29,6.38E+00,769.94,99.67,4.17,34,6.33E+00,9.93,9.93
1/23/2016 11:20,170,10,17,43.79,16.2,44,17.5,41.79,15.19,43.33,15.39,49.51,7.16,99.9,15.6,38.9,16.42,46.8,15.1,43.29,6.47E+00,769.97,99.34,4.34,35,6.37E+00,30.95,30.95
1/23/2016 11:30,110,10,17,43.79,16.2,44,17.47,41.79,15.19,43.4,15.43,49.6,7.23,99.9,15.6,38.92,16.39,46.84,15.04,43.29,6.55E+00,770,99,4.5,36,6.40E+00,11.23,11.23
1/23/2016 11:40,140,10,17,43.83,16.2,44,17.39,41.79,15.19,43.4,15.41,49.61,7.44,99.9,15.6,39,16.39,46.9,15.04,43.33,6.63E+00,770.04,98.67,4.67,37,6.43E+00,1.27,1.27
1/23/2016 11:50,110,10,17,43.9,16.2,44,17.39,41.9,15.19,43.4,15.39,49.59,7.53,99.9,15.6,39.01,16.39,46.9,15.1,43.4,6.72E+00,770.07,98.34,4.84,38,6.47E+00,37.83,37.83
1/23/2016 12:00,120,10,17,43.9,16.2,44,17.39,41.9,15.19,43.44,15.39,49.59,7.53,99.9,15.6,39.08,16.39,46.95,15.1,43.5,6.80E+00,770.1,98,5,39,6.50E+00,31.91,31.91
1/23/2016 12:10,110,10,17,43.98,16.2,44.06,17.39,41.87,15.19,43.5,15.39,49.62,7.53,99.9,15.6,39.09,16.39,47.01,15.1,43.5,6.85E+00,770.14,97.84,4.67,41,6.53E+00,2.9,2.9
1/23/2016 12:20,110,10,17,44,16.2,44.09,17.39,41.87,15.19,43.5,15.39,49.66,7.66,99.9,15.6,39.11,16.38,47.08,15.07,43.56,6.90E+00,770.17,97.67,4.34,43,6.57E+00,33.69,33.69
1/23/2016 12:30,250,10,17,44.03,16.2,44.09,17.39,41.9,15.19,43.56,15.39,49.7,7.87,99.9,15.6,39.19,16.37,47.1,15.07,43.56,6.95E+00,770.2,97.5,4,45,6.60E+00,34.58,34.58
1/23/2016 12:40,250,10,17,44.09,16.2,44.13,17.39,41.97,15.19,43.67,15.39,49.67,8.13,99.9,15.6,39.23,16.37,47.16,15,43.59,7.00E+00,770.24,97.34,3.67,47,6.63E+00,37.27,37.27
1/23/2016 12:50,100,10,17,44.09,16.2,44.2,17.39,42.09,15.19,43.67,15.39,49.62,8.3,99.9,15.6,39.29,16.31,47.21,15.03,43.62,7.05E+00,770.27,97.17,3.34,49,6.67E+00,6.21,6.21
1/23/2016 13:00,120,10,17,44.17,16.2,44.25,17.39,42.09,15.19,43.7,15.39,49.65,8.3,99.9,15.6,39.33,16.37,47.67,15.1,43.76,7.10E+00,770.3,97,3,51,6.70E+00,7.56,7.56
1/23/2016 13:10,120,10,16.89,44.29,16.2,44.29,17.39,42.13,15.19,43.7,15.39,49.69,8.46,99.9,15.6,39.4,16.46,48.38,15.07,43.76,7.15E+00,770.27,96.67,3.34,53.17,6.68E+00,8.88,8.88
1/23/2016 13:20,140,10,16.89,44.37,16.2,44.29,17.39,42.2,15.19,43.73,15.39,49.67,8.6,99.9,15.6,39.4,16.53,48.82,15,43.76,7.20E+00,770.24,96.34,3.67,55.34,6.67E+00,0.45,0.45
1/23/2016 13:30,190,10,16.89,44.44,16.2,44.29,17.39,42.29,15.19,43.82,15.39,49.7,8.63,99.9,15.6,39.47,16.62,49.19,15,43.79,7.25E+00,770.2,96,4,57.5,6.65E+00,31.69,31.69
1/23/2016 13:40,150,10,16.89,44.5,16.2,44.29,17.29,42.29,15.19,43.9,15.39,49.71,8.69,99.9,15.6,39.5,16.72,49.54,15.07,43.93,7.30E+00,770.17,95.67,4.34,59.67,6.63E+00,18.64,18.64
1/23/2016 13:50,150,10,16.89,44.5,16.2,44.4,17.29,42.29,15.19,43.94,15.39,49.77,8.73,99.9,15.6,39.52,16.8,49.71,15.1,44,7.35E+00,770.14,95.34,4.67,61.84,6.62E+00,13.89,13.89
1/23/2016 14:00,150,10,16.89,44.56,16.2,44.4,17.29,42.33,15.19,44,15.39,49.79,8.86,99.9,15.6,39.59,16.89,49.94,15.1,44.06,7.40E+00,770.1,95,5,64,6.60E+00,8.63,8.63
1/23/2016 14:10,150,10,16.89,44.59,16.2,44.4,17.29,42.4,15.19,44.03,15.39,49.79,8.85,99.9,15.6,39.61,17.01,50.05,15.1,44.09,7.42E+00,770.14,95,4.84,63.67,6.62E+00,10.19,10.19
1/23/2016 14:20,140,10,16.89,44.67,16.2,44.47,17.36,42.5,15.19,44.09,15.39,49.85,8.89,99.9,15.6,39.7,17.07,50.21,15.1,44.17,7.43E+00,770.17,95,4.67,63.34,6.63E+00,11.1,11.1
1/23/2016 14:30,130,10,16.89,44.7,16.2,44.5,17.36,42.5,15.19,44.09,15.39,49.93,8.89,99.9,15.6,39.71,17.11,50.32,15,44.09,7.45E+00,770.2,95,4.5,63,6.65E+00,12.68,12.68
1/23/2016 14:40,180,10,16.89,44.76,16.2,44.5,17.33,42.47,15.19,44.09,15.39,49.93,8.74,99.9,15.6,39.78,17.17,50.49,15,44.09,7.47E+00,770.24,95,4.34,62.67,6.67E+00,8.51,8.51
1/23/2016 14:50,280,10,16.89,44.79,16.2,44.59,17.33,42.4,15.19,44.13,15.39,50,8.54,99.9,15.6,39.79,17.22,50.52,15,44.2,7.48E+00,770.27,95,4.17,62.34,6.68E+00,46.09,46.09
1/23/2016 15:00,170,10,16.89,44.79,16.2,44.59,17.29,42.5,15.19,44.2,15.39,50,8.33,99.9,15.6,39.79,17.34,50.55,15,44.2,7.50E+00,770.3,95,4,62,6.70E+00,17.27,17.27
1/23/2016 15:10,130,20,16.83,44.83,16.2,44.63,17.29,42.56,15.16,44.2,15.39,50.04,8.07,99.9,15.6,39.79,17.44,50.48,15,44.23,7.35E+00,770.37,95.5,4,60.17,6.63E+00,4.26,4.26
1/23/2016 15:20,80,0,16.89,44.93,16.14,44.76,17.29,42.53,15.1,44.2,15.39,50.09,8,99.9,15.6,39.79,17.57,50.5,15,44.29,7.20E+00,770.44,96,4,58.34,6.57E+00,18.9,18.9
1/23/2016 15:30,80,10,16.89,45,16.1,44.97,17.29,42.67,15.13,44.2,15.39,50.17,7.94,99.9,15.6,39.79,17.67,50.49,15,44.29,7.05E+00,770.5,96.5,4,56.5,6.50E+00,27.17,27.17
1/23/2016 15:40,70,0,16.89,45.43,16.1,45.37,17.29,42.73,15.19,44.2,15.39,50.34,7.77,99.9,15.6,39.81,17.72,50.56,15,44.29,6.90E+00,770.57,97,4,54.67,6.43E+00,39.36,39.36
1/23/2016 15:50,80,10,16.89,45.76,16.1,45.59,17.36,42.87,15.16,44.2,15.39,50.52,7.63,99.9,15.6,39.85,17.78,50.7,15,44.33,6.75E+00,770.64,97.5,4,52.84,6.37E+00,16.02,16.02
1/23/2016 16:00,60,0,16.86,45.76,16.1,45.59,17.39,43,15.1,44.26,15.39,50.65,7.5,99.9,15.6,39.9,17.81,50.81,15,44.38,6.60E+00,770.7,98,4,51,6.30E+00,41.91,41.91
1/23/2016 16:10,40,10,16.86,45.76,16.1,45.59,17.39,43,15.19,44.29,15.39,50.74,7.44,99.9,15.6,39.9,17.89,50.89,15,44.29,6.58E+00,770.69,98,4,50,6.28E+00,49.93,49.93
1/23/2016 16:20,50,0,16.79,45.7,16.1,45.56,17.39,43.09,15.13,44.29,15.39,50.79,7.3,99.9,15.59,39.9,17.97,50.9,15,44.4,6.57E+00,770.67,98,4,49,6.27E+00,10.68,10.68
1/23/2016 16:30,70,0,16.79,45.7,16.1,45.5,17.32,43.12,15.1,44.29,15.39,50.79,7.3,99.9,15.57,39.9,18.02,50.92,15,44.4,6.55E+00,770.65,98,4,48,6.25E+00,21.87,21.87
1/23/2016 16:40,80,10,16.79,45.67,16.1,45.5,17.29,43.2,15.1,44.37,15.37,50.82,7.27,99.9,15.57,39.9,18.1,51,15,44.4,6.53E+00,770.64,98,4,47,6.23E+00,18.94,18.94
1/23/2016 16:50,120,10,16.79,45.59,16.1,45.5,17.29,43.2,15.1,44.37,15.36,50.79,7.19,99.9,15.57,40.04,18.1,50.85,15,44.4,6.52E+00,770.62,98,4,46,6.22E+00,48.28,48.28
1/23/2016 17:00,120,10,16.79,45.53,16.1,45.47,17.23,42.67,15.1,44.33,15.37,50.79,7.19,99.9,15.52,40.37,18.13,50.74,15,44.47,6.50E+00,770.6,98,4,45,6.20E+00,32.06,32.06
1/23/2016 17:10,420,10,16.79,45.27,16.1,45.33,17.2,42.53,15.1,44.53,15.36,50.76,7.19,99.9,15.5,40.6,18.16,50.46,15,44.59,6.25E+00,770.59,97.84,3.67,46.67,5.93E+00,40.31,40.31
